Skrót nazwy placówki,Skrót nazwy jednostki,Regon placówki,Regon szkoły,RSPO placówki,Rspo,Nazwa placówki,Nazwa szkoły/ jednostki,Typ placówki,Typ jednostki,Kategoria uczniów,Jednostka specjalna,Bezpośredni nadzór,Miejscowość,Dzielnica,Miejski System Informacji,Ulica nazwa,Ulica nr,Nr Kodu,Imię dyrektora,Nazwisko dyrektora,Telefon,Faks,WWW,Strona BIP,E-mail,Numer jednostki,Placówka prowadzi internat/bursę,jednostka/zakład budż,Liczba uczniów,Liczba dzieci w oddziałach przedszkolnych,SUMA - Liczba uczniów i dzieci  ,Liczba oddziałów - uczniowie,Liczba oddziałów przedszkolnych,SUMA - Liczba oddziałów  ,Oddziały dwujęzyczne,Oddziały integracyjne,Oddziały sportowe,Oddziały mistrzostwa sportowego,Oddziały międzynarodowe,Oddziały specjalne,Oddziały specjalne przysposabiające do pracy,Oddziały terapeutyczne,Oddziały eksperymentalne,uwagi,Czy w zespole?,Typ jednostki (generalizacja),Uwzględniać na liście jednostek samodzielnych i złożonych?,Szkoły i przedszkola,samodzielna lub zespół - Czy szkoła lub przedszkole w składzie?,samodzielna lub zespół - Czy szkoła w składzie?,samodzielna lub zespół - Czy szkoła ponadpodstawowa w składzie?,samodzielna lub zespół - Czy przedszkole lub zespół z przedszkolem w składzie?,samodzielna lub zespół - Czy szkoła podstawowa (w tym muzyczna) w składzie?,samodzielna lub zespół - Czy liceum ogólnokształcące w składzie?,samodzielna lub zespół - Czy technikum w składzie?,samodzielna lub zespół - Czy branżowa szkoła I stopnia w składzie?,samodzielna lub zespół - Czy szkoła policealna w składzie?,samodzielna lub zespół - Czy jednostka specjalna w składzie?,Edukacyjna Wartość Dodana,RSPO - wyszukiwarka,obwód szkoły podstawowej,Teren działania poradni,Niepełnosprawność dominująca,"Jednostka ""przyszpitalna""",długość geograficzna,szerokość geograficzna,Wars i Sawa,"na obszarze Zintegrowanego Programu Rewitalizacji m.st. Warszaw do 2022 (Praga Północ, Praga Południe, Targówek)",Identyfikacja w systemie sprawozdawczości (ankietyBE)
LO_025,LO_025,000799090,000799090,11589,11589,XXV Liceum Ogólnokształcące im. Józefa Wybickiego,XXV Liceum Ogólnokształcące im. Józefa Wybickiego,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wawer,Miedzeszyn,ul. Halna,20,04-961,Anna,Czubarowicz,222772012,228729117,http://www.wybicki.net.pl,https://www.e-bip.org.pl/xxvlo,XXVLO@edu.um.warszawa.pl,25,nie,jednostka budżetowa,556,,556,20,,20,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25463,https://rspo.men.gov.pl/rspo/11589,,Poradnia Psychologiczno-Pedagogiczna nr 17,,,"21,2005825","52,16464064",,,227
LO_026,LO_026,010590034,010590034,25632,25632,"XXVI Liceum Ogólnokształcące im. gen. Henryka Jankowskiego ""Kuby""","XXVI Liceum Ogólnokształcące im. gen. Henryka Jankowskiego ""Kuby""",liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wawer,Anin,ul. Alpejska,16,04-628,Aneta,Zakrzewska,222771101,222771101,https://lo26.edupage.org,,26lo@edu.um.warszawa.pl,26,nie,jednostka budżetowa,222,,222,9,,9,nie,tak,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25460,https://rspo.men.gov.pl/rspo/25632,,Poradnia Psychologiczno-Pedagogiczna nr 17,,,"21,16921043","52,21790393",,,2289
LO_027,LO_027,012743157,012743157,25956,25956,XXVII Liceum Ogólnokształcące im. Tadeusza Czackiego,XXVII Liceum Ogólnokształcące im. Tadeusza Czackiego,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Śródmieście,Śródmieście Południowe,ul. Polna,5,00-625,Anna,Koszycka,228250172,228251314,http://www.czacki.edu.pl,http://lo27.bip.um.warszawa.pl,sekretariat@czacki.edu.pl,27,nie,jednostka budżetowa,517,,517,16,,16,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25397,https://rspo.men.gov.pl/rspo/25956,,Poradnia Psychologiczno-Pedagogiczna nr 11,,,"21,01871681","52,21517968", certyfikat Wars i Sawa,,543
LO_028,LO_028,000798950,000798950,22592,22592,XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego,XXVIII Liceum Ogólnokształcące im. Jana Kochanowskiego,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Mokotów,Stary Mokotów,ul. Wiktorska,99,02-575,Marek,Świderek,228442921,228442921,http://kochanowski.waw.pl,http://kochanowski.waw.pl/text2/?,lo28@edu.um.warszawa.pl,28,nie,jednostka budżetowa,703,,703,22,,22,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25337,https://rspo.men.gov.pl/rspo/22592,,Poradnia Psychologiczno-Pedagogiczna nr 7,,,"21,00416756","52,19746179",,,214
LO_030,LO_030,000799196,000799196,16425,16425,XXX Liceum Ogólnokształcące im. Jana Śniadeckiego,XXX Liceum Ogólnokształcące im. Jana Śniadeckiego,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wola,Nowolipki,ul. Wolność,1/3,01-018,Marcin,Jaroszewski,228385082,228385082,http://www.sniadek.edu.pl,http://www.sniadek.edu.pl/index.php?option=com_content&view=article&id=181&Itemid=118,lo@sniadek.edu.pl,30,nie,jednostka budżetowa,623,,623,22,,22,tak,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25487,https://rspo.men.gov.pl/rspo/16425,,Poradnia Psychologiczno – Pedagogiczna nr 6,,,"20,98336411","52,24086164",,,235
LO_033,LO_033,000799204,000799204,39099,39099,XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika,XXXIII Liceum Ogólnokształcące Dwujęzyczne im. Mikołaja Kopernika,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wola,Czyste,ul. Józefa Bema,76,01-225,Justyna,Matejczyk,226327570,226327570,http://kopernik.edu.pl,http://kopernik.edu.pl/~janeks/index.php?option=com_content&view=article&id=87&Itemid=96,szkola@kopernik.edu.pl,33,nie,jednostka budżetowa,897,,897,28,,28,tak,nie,nie,nie,tak,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25498,https://rspo.men.gov.pl/rspo/39099,,Poradnia Psychologiczno-Pedagogiczna nr 2,,,"20,95927238","52,23094057", certyfikat Wars i Sawa,,236
LO_034,LO_034,000798966,000798966,22778,22778,XXXIV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Miguela de Cervantesa,XXXIV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Miguela de Cervantesa,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Mokotów,Sielce,ul. Zakrzewska,24A,00-737,Anita,Omelańczuk,228410693,228410693,http://www.cervantes.edu.pl,http://bip.cervantes.edu.pl,sekretariat@cervantes.edu.pl,34,nie,jednostka budżetowa,652,,652,20,,20,tak,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25342,https://rspo.men.gov.pl/rspo/22778,,Poradnia Psychologiczno-Pedagogiczna nr 8,,,"21,04076","52,20489752",,,215
LO_035,LO_035,013238993,013238993,25407,25407,XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa,XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bolesława Prusa,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Południe,Saska Kępa,ul. Zwycięzców,7/9,03-936,Anna,Naja,226177413,226177413,http://www.prus.edu.pl,http://www.prus.edu.pl/bip2,sekretariat@prus.edu.pl,35,nie,jednostka budżetowa,756,,756,24,,24,tak,nie,nie,nie,tak,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25369,https://rspo.men.gov.pl/rspo/25407,,Poradnia Psychologiczno-Pedagogiczna nr 4,,,"21,05233955","52,2308538", certyfikat Wars i Sawa,,228
LO_037,LO_037,000798920,000798920,28516,28516,XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego,XXXVII Liceum Ogólnokształcące im. Jarosława Dąbrowskiego,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Śródmieście,Śródmieście Północne,ul. Świętokrzyska,1,00-360,Bogdan,Madej,228279577,228279577,http://www.37lo.edu.pl,http://www.37lo.edu.pl/lo_strony/bip.html,sekretariat@37lo.edu.pl,37,nie,jednostka budżetowa,700,,700,22,,22,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25418,https://rspo.men.gov.pl/rspo/28516,,Poradnia Psychologiczno-Pedagogiczna nr 1,,,"21,01913834","52,23699057",,,212
LO_039,LO_039,000959719,000959719,34510,34510,XXXIX Liceum Ogólnokształcące im. Lotnictwa Polskiego,XXXIX Liceum Ogólnokształcące im. Lotnictwa Polskiego,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bielany,Stare Bielany,ul. Bogumiła Zuga,16,01-806,Paweł,Gmitrzuk,228346033,228346033,http://lo39.pl,http://lo39.pl/bip,lo39@edu.um.warszawa.pl,39,nie,jednostka budżetowa,550,,550,20,,20,nie,nie,tak,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25310,https://rspo.men.gov.pl/rspo/34510,,Poradnia Psychologiczno-Pedagogiczna nr 10,,,"20,95451736","52,28143131",,,377
LO_040,LO_040,000835199,000835199,16426,16426,XL Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Żeromskiego,XL Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Żeromskiego,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wola,Mirów,ul. Platynowa,1,00-808,Anna,Szczepańska-Filipp,226209968,226209968,http://www.zeromski.waw.pl,http://www.zeromski.waw.pl/bip/ ,szkola@zeromski.waw.pl,40,nie,jednostka budżetowa,767,,767,25,,25,tak,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25478,https://rspo.men.gov.pl/rspo/16426,,Poradnia Psychologiczno – Pedagogiczna nr 6,,,"20,99081802","52,22660396",,,349
LO_041,LO_041,000799167,000799167,34512,34512,XLI Liceum Ogólnokształcące im. Joachima Lelewela,XLI Liceum Ogólnokształcące im. Joachima Lelewela,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bielany,Marymont-Kaskada,ul. Kiwerska,3,01-682,Izabela,Muszyńska,228331333,228336207,http://www.lelewel.waw.pl,http://lo41.bip.um.warszawa.pl,sekretariat@lelewel.waw.pl,41,nie,jednostka budżetowa,930,,930,29,,29,tak,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25308,https://rspo.men.gov.pl/rspo/34512,,Poradnia Psychologiczno-Pedagogiczna nr 3,,,"20,97039413","52,28365525", certyfikat Wars i Sawa,,232
LO_042,LO_042,000798989,000798989,22856,22856,XLII Liceum Ogólnokształcące im. Marii Konopnickiej,XLII Liceum Ogólnokształcące im. Marii Konopnickiej,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Mokotów,Stary Mokotów,ul. Antoniego Józefa Madalińskiego,22,02-513,Piotr,Wielogórski,228496964,228496964,http://www.lokonopnicka.edupage.org,http://lo42.bip.um.warszawa.pl,lo42@edu.um.warszawa.pl,42,nie,jednostka budżetowa,577,,577,20,,20,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25331,https://rspo.men.gov.pl/rspo/22856,,Poradnia Psychologiczno-Pedagogiczna nr 7,,,"21,01732635","52,2051992",,,216
LO_043,LO_043,015213394,015213394,24345,24345,XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego,XLIII Liceum Ogólnokształcące im. Kazimierza Wielkiego,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Mokotów,Ksawerów,Aleja Niepodległości,27,02-653,Agnieszka,Walczak,228440085,228444426,http://www.lo43.edu.pl,http://lo43.bip.um.warszawa.pl,szkola@lo43.edu.pl,43,nie,jednostka budżetowa,482,,482,16,,16,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25340,https://rspo.men.gov.pl/rspo/24345,,Poradnia Psychologiczno-Pedagogiczna nr 7,,,"21,01922765","52,18450381",,,846
LO_044,LO_044,000798995,000798995,22897,22897,XLIV Liceum Ogólnokształcące im. Stefana Banacha,XLIV Liceum Ogólnokształcące im. Stefana Banacha,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Mokotów,Sielce,ul. Dolna,6,00-774,Bogdan,Sekinda,228403648,228403648,http://www.lo44.edu.pl,http://bip.lo44.edu.pl,lo44@edu.um.warszawa.pl,44,nie,jednostka budżetowa,608,,608,19,,19,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25333,https://rspo.men.gov.pl/rspo/22897,,Poradnia Psychologiczno-Pedagogiczna nr 8,,,"21,03284264","52,20167956",,,217
LO_045,LO_045,000799210,000799210,16427,16427,XLV Liceum Ogólnokształcące im. Romualda Traugutta,XLV Liceum Ogólnokształcące im. Romualda Traugutta,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Wola,Nowolipki,ul. Miła,26,01-047,Agata,Pallasch,228383532,228383532,http://www.traugutt.edu.pl,http://bip.traugutt.edu.pl,lo45@traugutt.edu.pl,45,nie,jednostka budżetowa,444,,444,17,,17,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25485,https://rspo.men.gov.pl/rspo/16427,,Poradnia Psychologiczno – Pedagogiczna nr 6,,,"20,98063087","52,24791811", certyfikat Wars i Sawa,,237
LO_046,LO_046,010768727,010768727,34621,34621,XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego,XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Targówek,Bródno,ul. Żuromińska,4,03-341,Marek,Nocuła,228110263,228110263,http://www.czarniecki.edu.pl,http://lo46.bip.um.warszawa.pl,liceum@czarniecki.edu.pl,46,nie,jednostka budżetowa,822,,822,28,,28,tak,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25442,https://rspo.men.gov.pl/rspo/34621,,Poradnia Psychologiczno-Pedagogiczna nr 13,,,"21,04452896","52,28693069",,,467
LO_047,LO_047,000799121,000799121,88066,88066,XLVII Liceum Ogólnokształcące im. Stanisława Wyspiańskiego,XLVII Liceum Ogólnokształcące im. Stanisława Wyspiańskiego,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Praga Południe,Grochów,ul. Międzyborska,64/70,04-010,Anna,Graf,228102201,228102201,http://www.47lo.waw.pl,http://www.47lo.waw.pl/bip.html,lo47@edu.um.warszawa.pl,47,nie,jednostka budżetowa,644,,644,20,,20,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25372,https://rspo.men.gov.pl/rspo/88066,,Poradnia Psychologiczno-Pedagogiczna nr 4,,,"21,07917213","52,2410034", certyfikat Wars i Sawa,,231
LO_048,LO_048,000799262,000799262,25406,25406,XLVIII Liceum Ogólnokształcące im. Edwarda Dembowskiego,XLVIII Liceum Ogólnokształcące im. Edwarda Dembowskiego,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ochota,Stara Ochota,ul. Szczęśliwicka,50/54,02-353,Katarzyna,Cozel-Starewicz,228220658,228220658,http://www.lo48.waw.pl,http://www.lo48.bipszkola.pl,lo48@lo48.waw.pl,48,nie,jednostka budżetowa,640,,640,24,,24,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25359,https://rspo.men.gov.pl/rspo/25406,,Poradnia Psychologiczno-Pedagogiczna nr 9,,,"20,96850967","52,21590571",,,241
LO_049,LO_049,000799003,000799003,22922,22922,XLIX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Johanna Wolfganga Goethego,XLIX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Johanna Wolfganga Goethego,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Mokotów,Wierzbno,ul. Fryderyka Joliot-Curie,14,02-646,Cezary,Serzysko,228441321,226468140,http://www.lo49.pol.pl,http://lo49.pol.pl ,lo49@edu.um.warszawa.pl,49,nie,jednostka budżetowa,623,,623,20,,20,tak,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25332,https://rspo.men.gov.pl/rspo/22922,,Poradnia Psychologiczno-Pedagogiczna nr 7,,,"21,01016045","52,19062507",,,218
LO_051,LO_051,000799115,000799115,59581,59581,LI Liceum Ogólnokształcące im. Tadeusza Kościuszki,LI Liceum Ogólnokształcące im. Tadeusza Kościuszki,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Rembertów,Stary Rembertów,ul. Kadrowa,9,04-421,Elżbieta,Szepietowska-Paluch,226119391,226119391,http://www.lilo.edu.pl,http://e-bip.org.pl/lilo,lo51@lilo.edu.pl,51,nie,jednostka budżetowa,498,,498,18,,18,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25394,https://rspo.men.gov.pl/rspo/59581,,Poradnia Psychologiczno-Pedagogiczna nr 23,,,"21,16707993","52,2652433",,,230
LO_056,LO_056,000799279,000799279,105214,105214,LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego,LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ursus,Skorosze,ul. Dzieci Warszawy,42,02-495,Beata,Żeromska,226626412,226626412,http://www.56lo.waw.pl,http://lo56.bip.um.warszawa.pl,lo56@edu.um.warszawa.pl,56,nie,jednostka budżetowa,357,,357,13,,13,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25443,https://rspo.men.gov.pl/rspo/105214,,Poradnia Psychologiczno-Pedagogiczna nr 15,,,"20,89889336","52,19607319",,,242
LO_059,LO_059,015762623,015762623,27158,27158,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,LIX Liceum Ogólnokształcące Mistrzostwa Sportowego im. Janusza Kusocińskiego,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Bielany,Wrzeciono,ul. Samuela Bogumiła Lindego,20,01-952,Dorota,Grabiec,228348658,228348658,http://www.kusy.edu.pl,http://lo59.bip.um.warszawa.pl,lo59@edu.um.warszawa.pl,59,tak,jednostka budżetowa,728,,728,23,,23,nie,nie,nie,tak,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25312,https://rspo.men.gov.pl/rspo/27158,,Poradnia Psychologiczno-Pedagogiczna nr 10,,,"20,94495583","52,28802751",,,207
LO_062,LO_062,015807159,015807159,30794,30794,LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa,LXII Liceum Ogólnokształcące Mistrzostwa Sportowego im. Generała Broni Władysława Andersa,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Śródmieście,Nowe Miasto,ul. Konwiktorska,5/7,00-216,Anna,Szymczyk,228316753,228313643,http://www.anders.edu.pl,http://lo62.bip.um.warszawa.pl,sekretariat@anders.edu.pl,62,nie,jednostka budżetowa,673,,673,23,,23,nie,nie,tak,tak,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25415,https://rspo.men.gov.pl/rspo/30794,,Poradnia Psychologiczno-Pedagogiczna nr 12,,,"21,00349426","52,25473989",,,400
LO_063,LO_063,006471999,006471999,18789,18789,LXIII Liceum Ogólnokształcące im. Lajosa Kossutha,LXIII Liceum Ogólnokształcące im. Lajosa Kossutha,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Ursynów,Ursynów-Centrum,ul. Ludwika Hirszfelda,11,02-776,Anna,Jurek,226431077,226431077,http://www.liceum63.edu.pl,http://liceum63.edu.pl/BIP,sekretariat@liceum63.edu.pl,63,nie,jednostka budżetowa,438,,438,17,,17,nie,tak,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25445,https://rspo.men.gov.pl/rspo/18789,,Poradnia Psychologiczno-Pedagogiczna nr 18,,,"21,04050636","52,14529113", certyfikat Wars i Sawa,,407
LO_064,LO_064,015788315,015788315,39649,39649,"LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza ""Witkacego""","LXIV Liceum Ogólnokształcące im. Stanisława Ignacego Witkiewicza ""Witkacego""",liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Żoliborz,Sady Żoliborskie,ul. Elbląska,51,01-737,Beata,Zdanowicz,226332404,226332414,http://www.liceum64.pl,http://www.liceum64.pl/bip,lo64@edu.um.warszawa.pl,64,nie,jednostka budżetowa,550,,550,18,,18,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25505,https://rspo.men.gov.pl/rspo/39649,,Poradnia Psychologiczno-Pedagogiczna nr 3,,,"20,96163559","52,26333183", certyfikat Wars i Sawa,,485
LO_065,LO_065,015824784,015824784,22932,22932,LXV Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. gen. Józefa Bema,LXV Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. gen. Józefa Bema,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Mokotów,Służewiec,ul. Marynarska,2/6,02-674,Małgorzata,Pucułek,228433713,228433713,http://www.bem.waw.pl,http://bem.bip.gov.pl,lo65@edu.um.warszawa.pl,65,nie,jednostka budżetowa,512,,512,23,,23,nie,tak,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25323,https://rspo.men.gov.pl/rspo/22932,,Poradnia Psychologiczno-Pedagogiczna nr 7,,,"20,99847412","52,17939079", certyfikat Wars i Sawa,,14
LO_067,LO_067,010524505,010524505,30253,30253,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,LXVII Liceum Ogólnokształcące im. Jana Nowaka-Jeziorańskiego,liceum ogólnokształcące,liceum ogólnokształcące,dzieci lub młodzież,nie,WOW - dzielnica,Warszawa,Śródmieście,Śródmieście Południowe,ul. Hoża,11/15,00-528,Krzysztof,Mirowski,226297063,226297063,http://jezioranski.edu.pl,http://lo67.bip.um.warszawa.pl,sekretariat@jezioranski.edu.pl,67,nie,jednostka budżetowa,519,,519,17,,17,nie,nie,nie,nie,nie,nie,nie,nie,nie,,samodzielna,szkoła ponadpodstawowa,tak,LO-,tak,tak,tak,,,tak,,,,,http://ewd.edu.pl/wskazniki/matura/wykres-szkoly/?id=25398,https://rspo.men.gov.pl/rspo/30253,,Poradnia Psychologiczno-Pedagogiczna nr 11,,,"21,01950836","52,22721497",,,462
